f1 score micro: 0.29211947388469384, f1 score macro: 0.19019397579223246
aaai	0.07285429141716566	0.13825757575757575
aamas	0.36752136752136755	0.24641833810888253
acc	0.0	0.0
acm_multimedia	0.2773109243697479	0.1741424802110818
acm_trans._graph.	0.0	0.0
amcis	0.32035398230088497	0.2721804511278195
amia	0.5092592592592593	0.45454545454545453
asp-dac	0.24193548387096775	0.047021943573667714
bioinformatics	0.0	0.0
cdc	0.4450402144772118	0.5907473309608541
chi	0.30927835051546393	0.215311004784689
chi_extended_abstracts	0.32222222222222224	0.30633802816901406
cikm	0.13829787234042554	0.034482758620689655
cogsci	0.5463659147869674	0.5023041474654378
coling	0.34915254237288135	0.28065395095367845
commun._acm	0.1388888888888889	0.07352941176470588
compsac	0.2903225806451613	0.030405405405405407
comput._graph._forum	0.0	0.0
comput._j.	0.0	0.0
computer_communications	0.0	0.0
computer_networks	0.0	0.0
corr	0.0	0.0
cvpr	0.2688821752265861	0.15008431703204048
dac	0.38219895287958117	0.16367713004484305
date	0.252212389380531	0.11632653061224489
ecai	0.1111111111111111	0.0106951871657754
ecis	0.3482142857142857	0.1012987012987013
embc	0.4507042253521127	0.2807017543859649
encyclopedia_of_database_systems	0.26666666666666666	0.7973421926910299
etfa	0.3951612903225806	0.19215686274509805
eurospeech	0.29411764705882354	0.031446540880503145
eusipco	0.14713896457765668	0.1267605633802817
expert_syst._appl.	0.0	0.0
focs	0.27049180327868855	0.1274131274131274
fskd	0.26666666666666666	0.05536332179930796
fundam._inform.	0.0	0.0
fusion	0.45893719806763283	0.3321678321678322
fuzz-ieee	0.5316666666666666	0.6510204081632653
gecco	0.46236559139784944	0.22337662337662337
globecom	0.1548071700162955	0.21541950113378686
hicss	0.32087511394712853	0.35881753312945974
icalt	0.4765840220385675	0.5118343195266272
icarcv	0.0	0.0
icassp	0.14736842105263157	0.2779783393501805
icc	0.15873864243719935	0.21521739130434783
iccad	0.22727272727272727	0.08278145695364239
iccs	0.4657534246575342	0.16113744075829384
iccv	0.09523809523809523	0.014705882352941176
icdar	0.6051779935275081	0.6584507042253521
icde	0.25862068965517243	0.13119533527696792
icecs	0.1206896551724138	0.023890784982935155
icip	0.25728987993138935	0.3167898627243928
icis	0.34782608695652173	0.03931203931203931
icmc	0.5695732838589982	0.7057471264367816
icme	0.2430939226519337	0.08148148148148149
icml	0.1640625	0.1590909090909091
icnc	0.29411764705882354	0.09523809523809523
icpr	0.16129032258064516	0.043859649122807015
icra	0.36922406277244985	0.4723926380368098
icse	0.3900414937759336	0.29012345679012347
icslp	0.30434782608695654	0.024734982332155476
ieee_computer	0.0	0.0
ieee_congress_on_evolutionary_computation	0.3787128712871287	0.38636363636363635
ieee_journal_on_selected_areas_in_communications	0.0	0.0
ieee_software	0.0	0.0
ieee_trans._computers	0.0	0.0
ieee_trans._information_theory	0.0	0.0
ieee_trans._knowl._data_eng.	0.25	0.023809523809523808
ieee_trans._parallel_distrib._syst.	0.0	0.0
ieee_trans._pattern_anal._mach._intell.	0.0	0.0
ieee_trans._software_eng.	0.16	0.08695652173913043
igarss	0.7176913425345044	0.8633962264150944
ijcai	0.08010592519033433	0.32180851063829785
ijcnn	0.39357429718875503	0.18047882136279927
inf._process._lett.	0.2	0.047619047619047616
inf._sci.	0.0	0.0
infocom	0.2408256880733945	0.15217391304347827
int._cmg_conference	0.5866666666666667	0.6145251396648045
interspeech	0.4823459006582885	0.6437699680511182
ipdps	0.19346049046321526	0.31625835189309576
iros	0.3761904761904762	0.2823445318084346
isbi	0.5009596928982726	0.6258992805755396
iscas	0.3881720430107527	0.40607424071991
iscc	0.19230769230769232	0.015479876160990712
isit	0.38778625954198476	0.5521739130434783
itc	0.5828677839851024	0.6924778761061947
j._acm	0.0	0.0
j._parallel_distrib._comput.	0.0	0.0
j._symb._log.	0.0	0.0
journal_of_systems_and_software	0.0	0.0
kdd	0.21142857142857144	0.15481171548117154
lcn	0.11764705882352941	0.04895104895104895
lrec	0.48109965635738833	0.6073752711496746
multimedia_tools_appl.	0.0	0.0
neuroimage	0.0	0.0
nips	0.16547619047619047	0.23639455782312926
pacis	0.2777777777777778	0.10273972602739725
pattern_recognition	0.0	0.0
pdpta	0.33783783783783783	0.08305647840531562
pimrc	0.2575	0.11469933184855234
robio	0.27884615384615385	0.07178217821782178
sac	0.07069486404833837	0.2027729636048527
siam_j._comput.	0.0	0.0
sigcse	0.6189427312775331	0.7168367346938775
sigir	0.3523809523809524	0.21082621082621084
sigmod_conference	0.3253012048192771	0.0903010033444816
smc	0.11632653061224489	0.06544202066590127
soda	0.2631578947368421	0.3424657534246575
softw.,_pract._exper.	0.0	0.0
stoc	0.3465346534653465	0.11254019292604502
theor._comput._sci.	0.0	0.0
vlsi_design	0.16417910447761194	0.04059040590405904
vtc_fall	0.22033898305084745	0.02495201535508637
vtc_spring	0.19540229885057472	0.056291390728476824
wcnc	0.13898305084745763	0.052496798975672214
winter_simulation_conference	0.5694572217111316	0.709049255441008
